Postinumero,Postinumeroalueen nimi,Postinumeroalueen pinta-ala,"Asukkaat yhteensä, 2018 (HE)","Miehet, 2018 (HE)","Naiset, 2018 (HE)","Asukkaiden keski-ikä, 2018 (HE)","0-2-vuotiaat, 2018 (HE)","3-6-vuotiaat, 2018 (HE)","Perusasteen suorittaneet, 2018 (KO)","Koulutetut yhteensä, 2018 (KO)","Ylioppilastutkinnon suorittaneet, 2018 (KO)","Ammatillisen tutkinnon suorittaneet, 2018 (KO)","Alemman korkeakoulututkinnon suorittaneet, 2018 (KO)","Ylemmän korkeakoulututkinnon suorittaneet, 2018 (KO)","Asukkaiden keskitulot, 2017 (HR)","Asukkaiden mediaanitulot, 2017 (HR)","Alimpaan tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Keskimmäiseen tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Ylimpään tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Taloudet yhteensä, 2018 (TE)","Talouksien keskikoko, 2018 (TE)","Asumisväljyys, 2018 (TE)","Nuorten yksinasuvien taloudet, 2018 (TE)","Lapsettomat nuorten parien taloudet, 2018 (TE)","Lapsitaloudet, 2018 (TE)","Pienten lasten taloudet, 2018 (TE)","Alle kouluikäisten lasten taloudet, 2018 (TE)","Kouluikäisten lasten taloudet, 2018 (TE)","Teini-ikäisten lasten taloudet, 2018 (TE)","Aikuisten taloudet, 2018 (TE)","Eläkeläisten taloudet, 2018 (TE)","Talouksien keskitulot, 2017 (TR)","Talouksien mediaanitulot, 2017 (TR)","Alimpaan tuloluokkaan kuuluvat taloudet, 2017 (TR)","Keskimmäiseen tuloluokkaan kuuluvat taloudet, 2017 (TR)","Ylimpään tuloluokkaan kuuluvat taloudet, 2017 (TR)","Työpaikat yhteensä, 2017 (TP)","Asukkaat yhteensä, 2017 (PT)","Työlliset, 2017 (PT)","Työttömät, 2017 (PT)","Lapset 0-14 -vuotiaat, 2017 (PT)","Opiskelijat, 2017 (PT)","Eläkeläiset, 2017 (PT)","Muut, 2017 (PT)",postitoimipaikka,postitoimipaikka_sv,lyhenne,lyhenne_sv,alkupvm,loppupvm,postinumerokunta,laaninimi_sv,kuntaalkupvm,elynimi_en,laanikoodi,avinimi_sv,kielisuhdenimi_sv,laaninimi,kuntaryhmanimi_sv,kuntanimi,maakuntanimi_en,avinimi_en,maakuntakoodi,seutukuntakoodi,kuntanimi_en,kuntaryhmanimi_en,elynimi_sv,kielisuhdenimi,seutukuntanimi_en,kuntakoodi,elykoodi,elynimi,kuntanimi_sv,laaninimi_en,seutukuntanimi_sv,kielisuhdekoodi,maakuntanimi,avinimi,kuntaryhmanimi,kuntaloppupvm,kielisuhdenimi_en,avikoodi,seutukuntanimi,maakuntanimi_sv,kuntaryhmakoodi,frequency
83985,Tuopanjoki (Juuka),111059,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,0,1,,,,,,2109,TUOPANJOKI,TUOPANJOKI,0,0,1988-09-01,NULL,176,NULL,1990-01-01,North Karelia ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Juuka,North Karelia,Eastern Finland AVI,12,122,Juuka,Rural municipalities,NTM-centralen i Norra Karelen,Yksikielinen suomenkielinen kunta,NULL,176,9,Pohjois-Karjalan ELY-keskus,Juuka,NULL,Joensuu,0,Pohjois-Karjala,Itä-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Joensuu,Norra Karelen,3,0
84100,Ylivieska Keskus (Ylivieska),252257959,13450,6656,6794,39,524,804,2198,7927,399,5465,1438,625,23247,21136,1878,6802,1462,6265,"2,1","40,8",805,304,1529,455,827,752,593,2890,1862,38037,31853,1679,3795,742,5867,13502,5427,685,2844,1008,3187,2110,YLIVIESKA,YLIVIESKA,YLV,0,1997-04-28,NULL,977,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Ylivieska,North Ostrobothnia,Northern Finland AVI,17,177,Ylivieska,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,977,13,Pohjois-Pohjanmaan ELY-keskus,Ylivieska,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,804
84460,Tuomiperä (Ylivieska),101304685,188,109,79,40,3,15,27,110,7,90,11,2,22234,21783,32,85,23,81,"2,3","43,5",5,3,15,3,10,10,8,39,27,38302,32681,21,50,11,12,194,75,6,46,15,47,2111,YLIVIESKA,YLIVIESKA,YLV,0,1988-11-01,NULL,977,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Ylivieska,North Ostrobothnia,Northern Finland AVI,17,177,Ylivieska,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,977,13,Pohjois-Pohjanmaan ELY-keskus,Ylivieska,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,15
84540,Vähäkangas (Ylivieska),43833086,574,309,265,35,32,57,69,311,8,246,38,19,23614,22637,64,256,65,206,"2,8","42,4",9,3,72,26,51,39,27,72,62,44374,43965,37,141,28,30,575,226,19,174,21,125,2112,YLIVIESKA,YLIVIESKA,YLV,0,1997-02-01,NULL,977,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Ylivieska,North Ostrobothnia,Northern Finland AVI,17,177,Ylivieska,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,977,13,Pohjois-Pohjanmaan ELY-keskus,Ylivieska,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,57
84650,Kantokylä (Ylivieska),85055083,243,127,116,41,11,22,55,116,0,95,15,6,21416,21175,37,112,17,97,"2,5","40,2",3,1,23,10,17,16,8,35,40,37916,36957,20,66,9,71,231,90,6,60,4,68,2113,YLIVIESKA,YLIVIESKA,YLV,0,1990-05-01,NULL,977,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Ylivieska,North Ostrobothnia,Northern Finland AVI,17,177,Ylivieska,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,977,13,Pohjois-Pohjanmaan ELY-keskus,Ylivieska,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,22
84770,Isokoski (Ylivieska),5206327,89,48,41,46,0,3,20,52,1,42,7,2,20812,19647,17,44,10,44,"2,0","49,3",2,1,9,0,3,6,6,18,17,34820,28117,13,26,4,25,89,27,12,14,5,30,2114,YLIVIESKA,YLIVIESKA,YLV,0,1988-11-01,NULL,977,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Ylivieska,North Ostrobothnia,Northern Finland AVI,17,177,Ylivieska,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,977,13,Pohjois-Pohjanmaan ELY-keskus,Ylivieska,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,3
84880,Raudaskylä (Ylivieska),101386155,656,359,297,39,20,34,108,360,15,277,46,22,22802,21917,99,294,77,257,"2,5","42,5",9,7,79,17,35,45,38,99,81,40470,37851,59,174,34,171,657,267,33,153,52,140,2115,YLIVIESKA,YLIVIESKA,YLV,0,1996-09-23,NULL,977,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Ylivieska,North Ostrobothnia,Northern Finland AVI,17,177,Ylivieska,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,977,13,Pohjois-Pohjanmaan ELY-keskus,Ylivieska,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,34
85100,Kalajoki Keskus (Kalajoki),190787162,6824,3382,3442,43,193,339,1274,4041,163,3054,544,280,23431,21098,1069,3327,906,3092,"2,2","44,7",223,93,748,170,371,374,319,1225,1135,40286,34285,758,1848,477,2833,6834,2743,279,1287,410,1922,2116,KALAJOKI,KALAJOKI,0,0,1988-11-01,NULL,208,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Kalajoki,North Ostrobothnia,Northern Finland AVI,17,177,Kalajoki,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,208,13,Pohjois-Pohjanmaan ELY-keskus,Kalajoki,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,339
85120,Metsä (Kalajoki),74052020,262,143,119,40,6,15,58,119,4,104,8,3,21720,19694,49,98,36,91,"2,9","39,3",0,3,23,6,12,14,16,25,43,43326,37191,27,57,10,44,280,96,9,76,27,68,2117,METSÄ,METSÄ,0,0,1986-01-01,NULL,208,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Kalajoki,North Ostrobothnia,Northern Finland AVI,17,177,Kalajoki,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,208,13,Pohjois-Pohjanmaan ELY-keskus,Kalajoki,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,15
85140,Tynkä (Kalajoki),116291746,820,416,404,40,18,54,168,428,18,340,58,12,22545,20921,147,357,98,313,"2,6","42,3",8,11,104,18,40,53,54,102,109,43529,40449,77,192,45,184,836,350,26,187,67,179,2118,TYNKÄ,TYNKÄ,0,0,1986-01-01,NULL,208,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Kalajoki,North Ostrobothnia,Northern Finland AVI,17,177,Kalajoki,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,208,13,Pohjois-Pohjanmaan ELY-keskus,Kalajoki,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,54
85150,Typpö (Kalajoki),78225918,292,154,138,45,7,17,87,126,2,110,10,4,20723,17313,66,110,39,118,"2,5","45,5",5,0,23,5,13,15,12,28,68,38587,29741,35,70,12,46,298,93,10,70,17,106,2119,TYPPÖ,TYPPÖ,0,0,1986-01-01,NULL,208,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Kalajoki,North Ostrobothnia,Northern Finland AVI,17,177,Kalajoki,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,208,13,Pohjois-Pohjanmaan ELY-keskus,Kalajoki,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,17
85160,Rautio (Kalajoki),127477769,617,343,274,38,33,48,117,305,8,259,29,9,23165,20066,97,272,68,238,"2,6","41,1",10,10,66,25,40,42,21,81,94,41728,35851,77,140,28,213,635,231,21,180,28,154,2120,RAUTIO,RAUTIO,0,0,1998-08-17,NULL,208,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Kalajoki,North Ostrobothnia,Northern Finland AVI,17,177,Kalajoki,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,208,13,Pohjois-Pohjanmaan ELY-keskus,Kalajoki,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,48
85180,Rahja (Kalajoki),51231107,453,234,219,45,11,21,107,254,16,202,27,9,20928,18592,104,217,53,182,"2,5","44,5",4,4,45,10,24,24,22,68,71,42020,38410,42,125,21,204,476,195,19,85,26,136,2121,RAHJA,RAHJA,0,0,1986-01-01,NULL,208,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Kalajoki,North Ostrobothnia,Northern Finland AVI,17,177,Kalajoki,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,208,13,Pohjois-Pohjanmaan ELY-keskus,Kalajoki,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,21
85200,Alavieska Keskus (Alavieska),156532167,2059,1063,996,42,55,117,432,1116,51,895,113,57,21374,19406,367,990,212,899,"2,2","43,1",61,20,229,46,106,123,110,324,352,36471,30277,302,515,91,603,2084,780,73,429,152,604,2122,ALAVIESKA,ALAVIESKA,0,0,1988-11-01,NULL,009,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Alavieska,North Ostrobothnia,Northern Finland AVI,17,177,Alavieska,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,9,13,Pohjois-Pohjanmaan ELY-keskus,Alavieska,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,117
85210,Kähtävä (Alavieska),44349698,232,123,109,44,7,15,42,151,9,108,27,7,21830,21271,51,117,27,99,"2,3","49,4",1,3,22,6,14,7,7,46,31,43982,41662,25,54,18,32,236,120,9,35,13,53,2123,KÄHTÄVÄ,KÄHTÄVÄ,0,0,1986-01-01,NULL,009,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Alavieska,North Ostrobothnia,Northern Finland AVI,17,177,Alavieska,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,9,13,Pohjois-Pohjanmaan ELY-keskus,Alavieska,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,15
85230,Talus (Alavieska),64022615,253,148,105,43,11,10,65,132,4,118,9,1,21591,17515,66,122,19,107,"2,4","44,6",6,2,21,8,11,13,11,39,47,46742,31159,42,59,9,35,264,100,13,46,17,79,2124,TALUS,TALUS,0,0,1986-01-01,NULL,009,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Alavieska,North Ostrobothnia,Northern Finland AVI,17,177,Alavieska,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,9,13,Pohjois-Pohjanmaan ELY-keskus,Alavieska,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,10
85310,Sievi Asemanseutu (Sievi),82382197,524,281,243,39,22,34,91,269,8,220,32,9,29281,20255,71,239,51,205,"2,6","39,6",6,3,45,18,27,30,23,78,82,52468,33019,56,122,25,416,525,176,17,135,42,139,2125,SIEVI AS,SIEVI AS,0,0,1997-03-05,NULL,746,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Sievi,North Ostrobothnia,Northern Finland AVI,17,177,Sievi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,746,13,Pohjois-Pohjanmaan ELY-keskus,Sievi,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,34
85320,Markkula (Sievi),49247291,253,131,122,45,8,8,63,148,7,124,14,3,19890,17704,70,127,25,127,"2,0","50,0",6,4,21,8,10,9,8,63,43,34894,28954,51,65,11,53,268,106,11,38,19,83,2126,SIEVI,SIEVI,0,0,2016-12-14,NULL,746,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Sievi,North Ostrobothnia,Northern Finland AVI,17,177,Sievi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,746,13,Pohjois-Pohjanmaan ELY-keskus,Sievi,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,8
85340,Jyrinki (Sievi),46982238,742,395,347,30,35,78,95,322,15,261,27,19,23385,22316,95,244,73,204,"3,6","35,2",5,5,85,28,53,56,47,65,56,48405,44909,58,116,27,79,745,246,21,285,71,105,2127,SIEVI,SIEVI,0,0,2016-12-01,NULL,746,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Sievi,North Ostrobothnia,Northern Finland AVI,17,177,Sievi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,746,13,Pohjois-Pohjanmaan ELY-keskus,Sievi,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,78
85410,Sievi Keskus (Sievi),109527328,2024,1004,1020,38,83,124,411,1009,56,772,114,67,28971,20124,302,918,200,822,"2,4","38,3",62,20,237,70,119,142,111,315,271,51132,33353,262,458,81,1350,2031,730,77,513,169,485,2128,SIEVI,SIEVI,0,0,1988-11-01,NULL,746,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Sievi,North Ostrobothnia,Northern Finland AVI,17,177,Sievi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,746,13,Pohjois-Pohjanmaan ELY-keskus,Sievi,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,124
85430,Koivisto (Sievi),55729521,581,300,281,40,24,34,106,316,10,242,45,19,23408,20656,110,253,69,222,"2,6","45,0",5,6,60,20,35,35,28,82,80,45278,36118,56,138,31,84,593,233,25,136,38,151,2129,SIEVI,SIEVI,0,0,2016-12-01,NULL,746,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Sievi,North Ostrobothnia,Northern Finland AVI,17,177,Sievi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,746,13,Pohjois-Pohjanmaan ELY-keskus,Sievi,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,34
85450,Joenkylä (Sievi),68805808,257,140,117,36,5,13,46,117,6,94,9,8,21501,20908,43,99,24,77,"3,3","37,2",1,1,25,4,12,21,19,24,28,44275,41754,27,44,10,27,263,85,8,84,24,58,2130,SIEVI,SIEVI,0,0,2016-12-01,NULL,746,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Sievi,North Ostrobothnia,Northern Finland AVI,17,177,Sievi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,746,13,Pohjois-Pohjanmaan ELY-keskus,Sievi,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,13
85470,Kiiskilampi (Sievi),267079430,518,282,236,39,17,35,114,246,12,204,15,15,21463,18219,93,205,62,181,"2,9","39,2",2,3,45,13,24,29,27,56,81,42807,35021,68,89,26,70,528,185,16,140,45,132,2131,SIEVI,SIEVI,0,0,2016-12-01,NULL,746,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Sievi,North Ostrobothnia,Northern Finland AVI,17,177,Sievi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,746,13,Pohjois-Pohjanmaan ELY-keskus,Sievi,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,35
85500,Nivala Keskus (Nivala),178065417,7412,3687,3725,40,277,445,1358,4017,123,3158,484,252,22467,20135,1116,3539,777,3167,"2,3","41,2",264,95,843,235,431,438,377,1207,1130,38257,32122,906,1943,331,2928,7506,2773,327,1732,542,1970,2132,NIVALA,NIVALA,0,0,1988-11-01,NULL,535,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Nivala,North Ostrobothnia,Northern Finland AVI,17,176,Nivala,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,535,13,Pohjois-Pohjanmaan ELY-keskus,Nivala,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,445
85540,Mönkö (Nivala),45073080,569,299,270,34,30,50,59,304,12,254,33,5,23292,21999,96,204,70,179,"3,2","38,0",10,3,65,24,40,38,29,63,54,47698,42192,55,99,28,68,570,219,20,173,39,110,2133,NIVALA,NIVALA,0,0,2001-11-05,NULL,535,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Nivala,North Ostrobothnia,Northern Finland AVI,17,176,Nivala,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,535,13,Pohjois-Pohjanmaan ELY-keskus,Nivala,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,50
85560,Ainastalo (Nivala),83059229,477,266,211,40,10,30,78,282,9,243,20,10,20305,18155,98,196,49,193,"2,5","42,0",15,9,47,9,23,26,24,74,72,37792,34110,68,101,18,53,464,167,24,93,47,124,2134,NIVALA,NIVALA,0,0,2016-03-01,NULL,535,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Nivala,North Ostrobothnia,Northern Finland AVI,17,176,Nivala,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,535,13,Pohjois-Pohjanmaan ELY-keskus,Nivala,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,30
85580,Karvoskylä (Nivala),108850566,691,374,317,43,31,46,149,377,13,327,28,9,20702,19406,129,347,59,295,"2,3","44,2",9,6,69,25,40,33,24,98,129,37631,35373,77,189,29,54,690,245,37,136,29,226,2135,NIVALA,NIVALA,0,0,2016-03-01,NULL,535,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Nivala,North Ostrobothnia,Northern Finland AVI,17,176,Nivala,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,535,13,Pohjois-Pohjanmaan ELY-keskus,Nivala,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,46
85620,Sarja (Nivala),81847703,263,138,125,42,11,17,54,140,4,121,8,7,21763,20129,46,121,32,109,"2,4","48,5",2,0,26,9,16,17,13,43,41,40656,35185,27,70,10,30,260,102,9,53,16,76,2136,NIVALA,NIVALA,0,0,2016-03-01,NULL,535,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Nivala,North Ostrobothnia,Northern Finland AVI,17,176,Nivala,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,535,13,Pohjois-Pohjanmaan ELY-keskus,Nivala,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,17
