toimipaikka_oid,nimi,nimi_sv,varhaiskasvatuspaikat,jarjestamismuoto_koodi,kasvatusopillinen_jarjestelma_koodi,toimipaikka_kayntiosoite,toimipaikka_kayntiosoite_postinumero,toimipaikka_kayntiosoite_postitoimipaikka,toimintamuoto_koodi,varda_toiminnallinenpainotus.toimintapainotus_kytkin,tp01_musiikki,tp02_liikunta,tp03_kuvataide,tp04_tiede,tp05_draama,tp06_ymparisto_ja_luonto,tp07_seikkailu,tp08_media,tp09_maailmankatsomuksellinen,tp99_muu,kielipainotus_kytkin,kielipainotus_fi,kielipainotus_sv,kielipainotus_en,kielipainotus_muu,alkamis_pvm,paattymis_pvm,jarjestaja_oid,jarjestaja_nimi,jarjestaja_y_tunnus,jarjestaja_yritysmuoto,jarjestaja_ytjkieli,jarjestaja_kayntiosoite,jarjestaja_kayntiosoite_postinumero,jarjestaja_kayntiosoite_postitoimipaikka,jarjestaja_alkamis_pvm,jarjestaja_paattymis_pvm
1.2.246.562.10.12526201087,Nahkatehtaan päiväkoti,Nahkatehtaan päiväkoti,63,['jm01'],kj98,Nahkatehtaankatu 7,33270,TAMPERE,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2003-01-01,,1.2.246.562.10.50945318033,Vaasan kaupunki,0209602-6,KUNTA,,Vaasanpuistikko 10,65100,VAASA,1978-06-30,
1.2.246.562.10.12535461912,Santamäkitalon esiopetus,Santamäkitalon esiopetus,40,['jm01'],kj98,Peltomiehentie 5,90440,KEMPELE,tm01,False,0,0,0,0,0,0,0,0,0,1,False,1,0,0,,2010-01-01,,1.2.246.562.10.61320174057,Ylivieskan kaupunki,0190557-3,KUNTA,,Valtakatu 4,84100,YLIVIESKA,1978-03-15,
1.2.246.562.10.12564437627,PK Susanna,PK Susanna,112,['jm01'],kj98,Susannanpenger 1,00099,HELSINGIN KAUPUNKI,tm01,False,1,0,0,0,0,0,0,0,0,0,False,1,0,0,,1983-03-21,,1.2.246.562.10.598076637910,Savitaipaleen kunta,0163109-0,KUNTA,,Kirkkotie 6,54800,SAVITAIPALE,1978-03-15,
1.2.246.562.10.12569331494,OTANMÄEN PÄIVÄKOTI,OTANMÄEN PÄIVÄKOTI,60,['jm01'],kj98,UUNIMIEHENTIE 10 A,88200,OTANMÄKI,tm01,False,0,1,0,1,0,0,0,0,0,0,False,1,0,0,,1978-10-01,,1.2.246.562.10.37521062804,Kaustisen kunta,0178981-6,KUNTA,,Kappelintie 13,69600,KAUSTINEN,1978-03-15,
1.2.246.562.10.12628374592,ÄYSTÖN PÄIVÄKOTI,ÄYSTÖN PÄIVÄKOTI,44,['jm01'],kj98,LEHTIMÄENTIE18,64770,ÄYSTÖ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2012-08-01,,1.2.246.562.10.25511125012,Pudasjärven kaupunki,0188962-2,KUNTA,,Varsitie 7,93100,PUDASJÄRVI,1978-03-15,
1.2.246.562.10.12630591407,Kuokkalan päiväkoti,Kuokkalan päiväkoti,126,['jm01'],kj98,Räpylä 3,40520,JYVÄSKYLÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1989-09-18,,1.2.246.562.10.81321154148,Vesilahden kunta,0157711-9,KUNTA,,Lindinkuja 1,37470,VESILAHTI,1978-03-15,
1.2.246.562.10.12649274052,Satelliitti Leppis,Satelliitti Leppis,24,['jm01'],kj98,Anttilanpiha 16.C-D,63120,LEPPÄLÄNKYLÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2017-01-01,,1.2.246.562.10.61375893973,Vieremän kunta,0173835-7,KUNTA,,Myllyjärventie 1,74200,VIEREMÄ,1978-03-15,
1.2.246.562.10.12669388444,Porttilantien Päiväkoti,Porttilantien Päiväkoti,60,['jm01'],kj98,Porttilantie 6,12400,Tervakoski,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2018-04-01,2028-07-31,1.2.246.562.10.722837895010,Ylöjärven kaupunki,0158221-7,KUNTA,,Kuruntie 14,33470,YLÖJÄRVI,1978-03-15,
1.2.246.562.10.12676588556,HÄRKMERI DAGHEM/PÄIVÄKOTI,HÄRKMERI DAGHEM/PÄIVÄKOTI,81,['jm01'],kj98,HENRIKSDALSVÄGEN 9,64460,HÄRKMERI,tm01,False,0,0,0,0,0,0,0,0,1,0,False,1,0,0,,2018-01-01,,1.2.246.562.10.64495287985,Hämeenkyrön kunta,0132947-3,KUNTA,,Härkikuja 7,39100,HÄMEENKYRÖ,1978-03-15,
1.2.246.562.10.12686712246,RÄÄKKYLÄN PÄIVÄKOTI,RÄÄKKYLÄN PÄIVÄKOTI,0,['jm01'],kj98,KOIVUKUJA 6,82300,RÄÄKKYLÄ,tm01,False,0,0,0,0,0,0,0,0,0,1,False,1,0,0,,1978-01-01,,1.2.246.562.10.29177766721,Lapinjärven kunta,0203135-3,KUNTA,,Lapinjärventie 20 A,07800,LAPINJÄRVI,1978-06-30,
1.2.246.562.10.12725760099,PK Vuorilinna,PK Vuorilinna,154,['jm01'],kj98,Vuorilinnakkeentie 4,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1988-06-01,,1.2.246.562.10.33304449151,Hankasalmen kunta,0174035-0,KUNTA,,Keskustie 41,41520,HANKASALMI,1978-03-15,
1.2.246.562.10.12736450144,Lintulammen päiväkoti,Lintulammen päiväkoti,63,['jm01'],kj98,Ollinojankatu 25,33400,TAMPERE,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2003-01-01,,1.2.246.562.10.74499914872,Oriveden kaupunki,0151789-6,KUNTA,,KESKUSTIE 23,35300,ORIVESI,1978-03-15,
1.2.246.562.10.12750616919,PIILOLAN PÄIVÄKOTI,PIILOLAN PÄIVÄKOTI,42,['jm01'],kj98,PIILOLANTIE 18,44100,ÄÄNEKOSKI,tm01,False,0,0,0,0,0,0,0,0,0,0,True,1,0,0,,1974-08-01,,1.2.246.562.10.28324836593,Vaalan kunta,0190027-0,KUNTA,,VAALANTIE 14,91700,VAALA,1978-03-15,
1.2.246.562.10.12840649029,Päiväkoti Kimppa,Päiväkoti Kimppa,24,['jm01'],kj98,Kuorevirrankatu 10,74700,KIURUVESI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2015-08-01,,1.2.246.562.10.76839260437,Pöytyän kunta,1929519-5,KUNTA,,Kehityksentie 6,21800,KYRÖ,2004-11-11,
1.2.246.562.10.12841098986,Leppiksen Päiväkoti,Leppiksen Päiväkoti,28,['jm01'],kj98,Huumossuontie 3,92430,Paavola,tm01,False,0,0,0,0,0,0,1,0,0,0,True,1,0,0,,2014-12-01,,1.2.246.562.10.40384720658,Alajärven kaupunki,0177619-3,KUNTA,,Alvar Aallon tie 1,62900,ALAJÄRVI,1978-03-15,
1.2.246.562.10.12847055097,SILVA DAGHEM SILVA PÄIVÄKOTI,SILVA DAGHEM SILVA PÄIVÄKOTI,168,['jm01'],kj98,EDVIN WIDEVÄGEN 8,25700,KEMIÖ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2013-01-01,,1.2.246.562.10.72963804215,Miehikkälän kunta,0162675-0,KUNTA,,Keskustie 4 A,49700,MIEHIKKÄLÄ,1978-03-15,
1.2.246.562.10.12935031679,PK Eira,PK Eira,91,['jm01'],kj98,Ehrensvärdintie 14,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1995-01-01,,1.2.246.562.10.33536687966,Vesannon kunta,0173787-2,KUNTA,,Keskustie 5,72300,VESANTO,1978-03-15,
1.2.246.562.10.12950267273,PÄIVÄKOTI MYLLYTONTTU,PÄIVÄKOTI MYLLYTONTTU,101,['jm01'],kj98,LUKKARINPOLKU 4,04600,MÄNTSÄLÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2003-08-01,,1.2.246.562.10.28655667336,Malax kommun,0180948-5,KUNTA,,Malmgatan 5,00000,Ei tiedossa,1978-03-15,
1.2.246.562.10.13010668559,Esikoulu Pesäpuu,Esikoulu Pesäpuu,31,['jm01'],kj98,Nuottakatu 1,50190,Mikkeli,tm01,False,0,0,0,0,0,0,0,0,0,0,True,1,0,0,,2010-01-01,,1.2.246.562.10.94205660312,Pedersöre kommun,0198517-1,KUNTA,,Skrufvilankatu 2,68911,PÄNNÄINEN,1978-06-16,
1.2.246.562.10.13052736017,PK Keula,PK Keula,136,['jm01'],kj98,Keulatie 4,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1981-08-01,,1.2.246.562.10.33969312488,Porin kaupunki,0137323-9,KUNTA,,Antinkatu 2,28100,PORI,1978-03-15,
1.2.246.562.10.13055222890,VANAMON PÄIVÄKOTI,VANAMON PÄIVÄKOTI,84,['jm01'],kj98,KAPLASKUJA 3,87250,KAJAANI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1988-01-01,,1.2.246.562.10.78354624187,Padasjoen kunta,0151924-2,KUNTA,,Kellosalmentie 20,17500,PADASJOKI,1978-03-15,
1.2.246.562.10.13064987517,Laivakankaan päiväkoti,Laivakankaan päiväkoti,72,['jm01'],kj98,Laivakankaantie 12,90940,JÄÄLI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2012-01-01,,1.2.246.562.10.30765733321,Toivakan kunta,0177201-0,KUNTA,,Toivakantie 49,41660,TOIVAKKA,1978-03-15,
1.2.246.562.10.13084994436,Päiväkoti Aurinkolinna,Päiväkoti Aurinkolinna,52,['jm01'],kj98,Mäntymäentie 1,07170,PORNAINEN,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2018-08-01,,1.2.246.562.10.95467913869,Kärkölän kunta,0148268-9,KUNTA,,Virkatie 1,16600,JÄRVELÄ,1978-03-15,
1.2.246.562.10.13086249474,JAMPAN PÄIVÄKOTI,JAMPAN PÄIVÄKOTI,141,['jm01'],kj98,REKIKATU 1,04440,JÄRVENPÄÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1980-10-01,,1.2.246.562.10.63182395085,Virolahden kunta,0207033-6,KUNTA,,Opintie 4,49901,VIROLAHTI,1978-06-30,
1.2.246.562.10.13092491136,Paavolan koulun esiopetus,Paavolan koulun esiopetus,21,['jm01'],kj98,Oraskatu 7,05880,HYVINKÄÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,,2013-08-01,,1.2.246.562.10.73481747332,Soinin kunta,0182637-3,KUNTA,,MULTIANTIE 27 A,63800,SOINI,1978-03-15,
1.2.246.562.10.13099087788,MUUMILAAKSON PÄIVÄKOTI,MUUMILAAKSON PÄIVÄKOTI,21,['jm01'],kj98,KANSANOPISTONTIE 33,47830,HASULA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1990-01-01,,1.2.246.562.10.52111966223,Ikaalisten kaupunki,0203797-4,KUNTA,,VALTAKATU 5,39500,IKAALINEN,1978-06-30,
1.2.246.562.10.13115998752,Halkokarin päiväkoti,Halkokarin päiväkoti,87,['jm01'],kj98,Salmenhaantie 23,67300,KOKKOLA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2000-01-01,,1.2.246.562.10.60597986037,Luhangan kunta,0176592-9,KUNTA,,HAKULINTIE 2,19950,LUHANKA,1978-03-15,
1.2.246.562.10.13164640370,Kirkonkylän päiväkoti (Silta),Kirkonkylän päiväkoti (Silta),296,['jm01'],kj98,Kyrönsarventie 16,39100,HÄMEENKYRÖ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2016-05-06,,1.2.246.562.10.28896655868,Lestijärven kunta,0180774-6,KUNTA,,Lestintie 39,69440,LESTIJÄRVI,1978-03-15,
1.2.246.562.10.13235881680,PK Mustakivi,PK Mustakivi,56,['jm01'],kj98,Pohjavedenkatu 3,00099,HELSINGIN KAUPUNKI,tm01,False,0,1,0,0,0,0,0,0,0,1,False,0,0,0,,1995-01-01,,1.2.246.562.10.37294919826,Hämeenlinnan kaupunki,0146921-4,KUNTA,,Raatihuoneenkatu 9,13100,HÄMEENLINNA,1978-03-15,
1.2.246.562.10.13256080667,PK Oulunkylä,PK Oulunkylä,70,['jm01'],kj98,Kivalterintie 25,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,1,0,0,0,1,0,0,0,False,1,0,0,,1995-01-01,,1.2.246.562.10.50618575976,Ruoveden kunta,0152842-1,KUNTA,,Ruovedentie 32,34600,RUOVESI,1978-03-15,
1.2.246.562.10.13270949244,Hovinpellon päiväkoti,Hovinpellon päiväkoti,133,['jm01'],kj98,Isopällinkatu 2,53300,LAPPEENRANTA,tm01,False,0,0,1,0,0,0,0,0,0,0,False,1,0,0,,2005-01-01,,1.2.246.562.10.62818926438,Imatran kaupunki,0159216-7,KUNTA,,Virastokatu 2,55100,IMATRA,1978-03-15,
1.2.246.562.10.13291526559,Portsan päivähoitoyksikkö,Portsan päivähoitoyksikkö,154,['jm01'],kj98,Sofiankatu 7,20100,TURKU,tm01,True,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2004-01-01,,1.2.246.562.10.67094744702,Porvoon kaupunki,1061512-1,KUNTA,,Taidetehtaankatu 1,06100,BORGÅ,1996-09-24,
1.2.246.562.10.13307389414,PK Humikkala,PK Humikkala,49,['jm01'],kj98,Humikkalantie 45,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,1,False,1,0,0,,1995-01-01,,1.2.246.562.10.45754497167,Laitilan kaupunki,0134480-9,KUNTA,,Keskuskatu 30,23800,LAITILA,1978-03-15,
1.2.246.562.10.13326238006,KEMIEN ESIOPETUS,KEMIEN ESIOPETUS,24,['jm01'],kj98,ASEMANTIE 35,82600,TOHMAJÄRVI,tm01,False,0,0,0,0,0,1,0,0,0,1,False,1,0,0,,2011-08-01,,1.2.246.562.10.97036773279,Korsnäs kommun,0179699-5,KUNTA,,STRANDVÄGEN 4323,66200,KORSNÄS,1978-03-15,
1.2.246.562.10.13367550921,Päiväkoti Jalava,Päiväkoti Jalava,44,['jm01'],kj98,Toimenkatu 1,38700,KANKAANPÄÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2004-01-01,,1.2.246.562.10.63862156526,Jämsän kaupunki,0175622-1,KUNTA,,Seppolantie 10,42100,JÄMSÄ,1978-03-15,
1.2.246.562.10.13391476812,PK Kamppi,PK Kamppi,98,['jm01'],kj98,Eteläinen Rautatiekatu 14 b,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1991-03-15,,1.2.246.562.10.99616449197,Vörå kommun,2050514-5,KUNTA,,Vöråvägen 18,66600,VÖYRI,2006-08-01,
1.2.246.562.10.13415722886,PEIPPOLAN PÄIVÄKOTI,PEIPPOLAN PÄIVÄKOTI,96,['jm01'],kj98,MEIJERITIE 4,47200,ELIMÄKI,tm01,False,0,0,0,0,0,0,1,0,0,0,False,1,0,0,,1988-08-01,,1.2.246.562.10.21531172977,Mikkelin kaupunki,0165116-3,KUNTA,,Maaherrankatu 9-11,50101,MIKKELI,1978-03-15,
1.2.246.562.10.13434062066,PK Myllynratas,PK Myllynratas,126,['jm01'],kj98,Tuulimyllyntie 5 a,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2015-01-07,,1.2.246.562.10.96098984634,Pukkilan kunta,0130729-0,KUNTA,,Hallitustie 2,07560,PUKKILA,1978-03-15,
1.2.246.562.10.13461823562,Neidonkallion päiväkoti Vilhonkummuntie 2,Neidonkallion päiväkoti Vilhonkummuntie 2,20,['jm01'],kj98,Vilhonkummuntie 2,02400,KIRKKONUMMI,tm01,False,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,2010-01-01,,1.2.246.562.10.46853766502,Taivassalon kunta,0139991-4,KUNTA,,Keskustie 9,23310,TAIVASSALO,1978-03-15,
1.2.246.562.10.13474018713,KYRÖLÄN PÄIVÄKOTI,KYRÖLÄN PÄIVÄKOTI,194,['jm01'],kj98,MARSSIPOLKU 3,04420,JÄRVENPÄÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1989-08-01,,1.2.246.562.10.53296533424,Isonkyrön kunta,0178131-2,KUNTA,,Pohjankyröntie 136,00000,,1978-03-15,
1.2.246.562.10.13578202809,Keltaviirin päiväkoti,Keltaviirin päiväkoti,66,['jm01'],kj98,Mariankatu 8,67200,KOKKOLA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2010-01-01,,1.2.246.562.10.25837481214,Kustavin kunta,0134349-4,KUNTA,,Keskustie 7,23360,KUSTAVI,1978-03-15,
1.2.246.562.10.13586211396,Myllyojan päiväkoti,Myllyojan päiväkoti,72,['jm01'],kj98,Karvarinaukio 16,90650,OULU,tm01,True,0,0,0,0,0,0,0,0,0,0,False,0,0,0,,2004-01-01,,1.2.246.562.10.38289846321,Tervon kunta,0173081-4,KUNTA,,Tervontie 4,72210,TERVO,1978-03-15,
1.2.246.562.10.13612414006,Päiväkoti Tuulentupa,Päiväkoti Tuulentupa,36,['jm01'],kj98,Viskarinaukio 14,62500,EVIJÄRVI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2000-01-01,,1.2.246.562.10.97046002305,Rautalammin kunta,0172586-3,KUNTA,,Kuopiontie 11,77700,RAUTALAMPI,1978-03-15,
1.2.246.562.10.13627566808,Touhula Aarrekallio,Touhula Aarrekallio,7,['jm03'],kj98,Vuohirinne 13,01480,Vantaa,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,1,,2016-01-04,,1.2.246.562.10.81302392022,Hirvensalmen kunta,0164384-1,KUNTA,,Keskustie 2,52550,HIRVENSALMI,1978-03-15,
1.2.246.562.10.13676138764,PK Ebeneser,PK Ebeneser,56,['jm01'],kj98,Helsinginkatu 3-5,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2017-11-01,,1.2.246.562.10.83118127493,Kuhmoisten kunta,0176357-9,KUNTA,,Toritie 34 A,17800,KUHMOINEN,1978-03-15,
1.2.246.562.10.13682734291,Päiväkoti Nallenkolo,Päiväkoti Nallenkolo,21,['jm01'],kj98,Turuntie 31,32500,Oripää,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2000-08-01,,1.2.246.562.10.802378234410,Sodankylän kunta,0193169-1,KUNTA,,Jäämerentie 1,99600,SODANKYLÄ,1978-03-15,
1.2.246.562.10.13716327344,KIRKKORANNAN PÄIVÄKOTI,KIRKKORANNAN PÄIVÄKOTI,120,['jm01'],kj98,Passinraitti 33,62200,KAUHAVA,tm01,False,0,0,0,0,0,0,0,0,1,0,False,1,0,0,,2000-01-01,,1.2.246.562.10.16264501384,Kannonkosken kunta,0175798-8,KUNTA,,JÄRVITIE 1,43300,KANNONKOSKI,1978-03-15,
1.2.246.562.10.13718919817,Nilonkankaan esiopetuspäiväkoti,Nilonkankaan esiopetuspäiväkoti,49,['jm01'],kj98,Katekeetantie 3 H,93600,KUUSAMO,tm01,False,0,0,1,0,0,0,0,0,0,0,False,1,1,1,,2010-08-02,,1.2.246.562.10.414627898710,Pelkosenniemen kunta,0191866-5,KUNTA,,Sodankyläntie 1 A,98500,PELKOSENNIEMI,1978-03-15,
1.2.246.562.10.13736324842,Uuden-Summan esiopetus,Uuden-Summan esiopetus,26,['jm01'],kj98,Siitosentie 58,49420,HAMINA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,1,,2000-08-01,,1.2.246.562.10.40889771776,Pomarkun kunta,0136610-0,KUNTA,,Vanhatie 14,29630,POMARKKU,1978-03-15,
1.2.246.562.10.13754942319,NUMMENKYLÄN PÄIVÄKOTI,NUMMENKYLÄN PÄIVÄKOTI,147,['jm01'],kj98,YRITTÄJÄNKATU 43,04460,NUMMENKYLÄ,tm01,False,0,1,0,0,0,1,0,0,0,0,False,1,0,0,,1990-01-01,,1.2.246.562.10.47010230846,Muuramen kunta,0176699-9,KUNTA,,Virastotie 8,40950,MUURAME,1978-03-15,
1.2.246.562.10.13774843778,Pylkönmäen päiväkoti,Pylkönmäen päiväkoti,28,['jm01'],kj98,Rahikaisentie 5,43440,Pylkönmäki,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2017-08-01,,1.2.246.562.10.895016448210,Pyhännän kunta,0189226-6,KUNTA,,Manuntie 2,92930,PYHÄNTÄ,1978-03-15,
1.2.246.562.10.13777150569,Martinkaaren päiväkoti,Martinkaaren päiväkoti,84,['jm01'],kj98,Niittymäentie 4,05810,HYVINKÄÄ,tm01,False,0,0,0,0,0,0,0,1,0,0,False,1,0,0,,2011-12-01,,1.2.246.562.10.43281989293,Pielaveden kunta,0172446-5,KUNTA,,Puistotie 30,72401,PIELAVESI,1978-03-15,
1.2.246.562.10.13827954630,METSÄRINTEEN PÄIVÄKOTI SKOGSBACKENS DAGHEM,METSÄRINTEEN PÄIVÄKOTI SKOGSBACKENS DAGHEM,84,['jm01'],kj98,VESTERÄNGINTIE/VESTERÄNGSV. 18,01120,VÄSTERSKOG,tm01,True,0,0,0,0,0,0,0,0,0,0,True,1,1,0,,1998-08-01,,1.2.246.562.10.66173287591,Pornaisten kunta,0130095-3,KUNTA,,Kirkkotie 176,07170,PORNAINEN,1978-03-15,
1.2.246.562.10.13837800922,PK Auringonkukka,PK Auringonkukka,119,['jm01'],kj98,Kevätkatu 6,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,1,0,0,False,1,0,0,,2002-08-26,,1.2.246.562.10.81449413046,Vetelin kunta,0184278-7,KUNTA,,Kivihyypäntie 1,69700,VETELI,1978-03-15,
1.2.246.562.10.13839306936,PUISTOMETSÄN PÄIVÄKOTI,PUISTOMETSÄN PÄIVÄKOTI,138,['jm01'],kj98,PUISTOKATU 20,32200,LOIMAA,tm01,False,0,1,0,0,0,0,1,0,0,1,False,1,0,0,,2018-01-01,,1.2.246.562.10.28690502241,Petäjäveden kunta,0176769-2,KUNTA,,Suutarintie 4,41900,PETÄJÄVESI,1978-03-15,
1.2.246.562.10.13859960679,Päiväkoti Metsätähti,Päiväkoti Metsätähti,143,['jm01'],kj98,Käräjätie 5,28450,VANHA-ULVILA,tm01,False,0,0,0,0,1,0,0,0,0,0,False,1,0,0,,1978-09-01,,1.2.246.562.10.79559056522,Karvian kunta,0133735-0,KUNTA,,Kylä-Karviantie 17,39930,KARVIA,1978-03-15,
1.2.246.562.10.13942631089,Ulrikan päiväkoti,Ulrikan päiväkoti,105,['jm01'],kj98,Ulrikankuja 5,01400,Vantaa,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2006-01-01,,1.2.246.562.10.98343673038,Kauniaisten kaupunki,0203026-2,KUNTA,,Kauniaistentie 10,02700,GRANKULLA,1978-06-30,
1.2.246.562.10.13955999779,Marttilan Päiväkoti,Marttilan Päiväkoti,75,['jm01'],kj98,Puskantie 38,60100,SEINÄJOKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,es,2000-01-01,,1.2.246.562.10.17061224014,Karkkilan kaupunki,0127046-7,KUNTA,,Valtatie 26,03600,KARKKILA,1978-03-15,
1.2.246.562.10.13971868115,RYMÄTTYLÄN KOULUN ESIOPETUS,RYMÄTTYLÄN KOULUN ESIOPETUS,28,['jm01'],kj98,PIIMÄTIE 1,21140,RYMÄTTYLÄ,tm01,False,0,0,0,0,0,0,0,0,1,0,False,1,0,0,,2009-01-01,,1.2.246.562.10.556561431410,Sonkajärven kunta,9090160-2,KUNTA,,Rutakontie 28,74301,SONKAJÄRVI,1978-03-15,
1.2.246.562.10.13973775680,MAKSJOEN KOULU,MAKSJOEN KOULU,14,['jm01'],kj98,LAMMENTIE 2,08700,LOHJA,tm01,False,0,0,0,0,0,0,1,0,0,0,False,1,0,0,es,1995-01-01,,1.2.246.562.10.494695390410,Vantaan kaupunki,0124610-9,KUNTA,,Stationsvägen 7,01300,VANDA,1978-03-15,
1.2.246.562.10.14005530895,SALOKYLÄN LEIKKITOIMINTA,SALOKYLÄN LEIKKITOIMINTA,26,['jm01'],kj98,LIPERINTIE 51 A,83130,SALOKYLÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2016-08-01,,1.2.246.562.10.65653256340,Aamukasteen ilo,2039265-4,YKSITYINEN_ELINKEINONHARJOITTAJA,,Kauppakaari 13,04200,KERAVA,2006-05-31,
1.2.246.562.10.14023256580,Saviselkä,Saviselkä,12,['jm01'],kj98,Jylhänperäntie 20,86710,Kärsämäki,tm01,False,0,0,0,0,0,1,0,0,0,0,True,1,0,0,,2018-08-01,,1.2.246.562.10.90008375488,Espoon kaupunki,0101263-6,KUNTA,,Brogatan 11,02770,ESBO,1978-03-15,
1.2.246.562.10.14146026662,PK Viekko,PK Viekko,49,['jm01'],kj98,Laakavuorentie 1,00099,HELSINGIN KAUPUNKI,tm01,False,1,0,1,0,0,0,0,0,0,0,False,1,0,0,,2018-08-15,,1.2.246.562.10.94827187173,Quhasekka Testifirma,7016067-5,KOMMANDIITTIYHTIO,,test2,20100,ÅBO,2019-11-28,
1.2.246.562.10.14146372645,Vallgrund daghem,Vallgrund daghem,24,['jm01'],kj98,Söderuddsvägen 21,65920,NORRA VALLGRUND,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2000-01-01,,1.2.246.562.10.68032303478,Siikalatvan kunta,0189019-9,KUNTA,,Pulkkilantie 4,92600,PULKKILA,1978-03-15,
1.2.246.562.10.14154326418,Hyvinkäänkylän päiväkoti,Hyvinkäänkylän päiväkoti,33,['jm01'],kj98,Nikinharjunpolku 4,05840,HYVINKÄÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2002-11-01,,1.2.246.562.10.52022343165,Vihdin kunta,0131905-6,KUNTA,,Asemantie 30,03100,NUMMELA,1978-03-15,
1.2.246.562.10.14169809804,Erstan päiväkoti,Erstan päiväkoti,100,['jm01'],kj98,Villähteentie 506,15540,VILLÄHDE,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2015-08-01,,1.2.246.562.10.67757437511,Muhoksen kunta,0186646-3,KUNTA,,ASEMATIE 14,91500,MUHOS,1978-03-15,
1.2.246.562.10.14240522400,PÄIVÄKOTI PAJALANPIHA,PÄIVÄKOTI PAJALANPIHA,129,['jm01'],kj98,VALOVIRRANKATU 2,04410,JÄRVENPÄÄ,tm01,False,0,1,0,0,0,0,0,0,0,0,False,0,0,0,,2013-01-02,,1.2.246.562.10.59676978782,Keuruun kaupunki,0208388-2,KUNTA,,Multiantie 5,42700,KEURUU,1978-06-30,
1.2.246.562.10.14275383660,Småbo daghem,Småbo daghem,12,['jm01'],kj98,Småböndersvägen 667,68750,SMÅBÖNDERS,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2011-01-01,,1.2.246.562.10.83385931197,Utajärven kunta,0190224-1,KUNTA,,Laitilantie 5,91601,UTAJÄRVI,1978-03-15,
1.2.246.562.10.14318544872,LAKSON PÄIVÄKOTI,LAKSON PÄIVÄKOTI,48,['jm01'],kj98,KAUPPATIE 10,91100,II,tm01,True,0,0,0,0,0,0,0,0,0,0,False,0,0,0,,1990-08-01,,1.2.246.562.10.501459103410,Kalajoen kaupunki,0185924-7,KUNTA,,KALAJOENTIE 5,85100,KALAJOKI,1978-03-15,
